0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
¼ø,ÀÌ¸§,ÆÀ,WAR*,G,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2Å¸,3Å¸,È¨·±,·çÅ¸,Å¸Á¡,µµ·ç,µµ½Ç,º¼³Ý,»ç±¸,°í4,»ïÁø,º´»ì,ÈñÅ¸,Èñºñ,Å¸À²,Ãâ·ç,ÀåÅ¸,OPS,wOBA,wRC+,WAR*,WPA
1,±èÀçÈ¯,18µÎLF,6.94,139,602,527,104,176,36,1,44,346,133,2,0,59,9,4,134,6,0,7,0.334,0.405,0.657,1.062,0.438,168.8,6.94,5.8
2,¹Úº´È£,18³Ø1B,6.62,113,488,400,88,138,20,0,43,287,112,0,1,68,17,10,114,9,0,3,0.345,0.457,0.718,1.175,0.478,190.9,6.62,6.44
3,¾çÀÇÁö,18µÎC,6.42,133,503,439,84,157,29,1,23,257,77,6,0,45,13,6,40,13,0,6,0.358,0.427,0.585,1.013,0.431,160.5,6.42,3.91
4,ÀüÁØ¿ì,18·ÔLF,5.67,144,614,556,118,190,36,2,33,329,90,7,7,48,7,1,82,12,1,2,0.342,0.4,0.592,0.991,0.421,146.3,5.67,5.45
5,·ÎÇÏ½º,18KCF,5.66,144,645,564,114,172,30,1,43,333,114,18,13,71,7,4,142,10,1,2,0.305,0.388,0.59,0.979,0.41,138.5,5.66,5.41
6,¼Õ¾Æ¼·,18·ÔRF,5.3,141,625,553,109,182,32,5,26,302,93,20,3,68,2,1,99,15,1,1,0.329,0.404,0.546,0.95,0.409,138.6,5.3,4.35
7,·¯ÇÁ,18»ï1B,5.28,137,597,506,97,167,32,4,33,306,125,5,3,65,18,0,107,17,0,8,0.33,0.419,0.605,1.024,0.432,152.9,5.28,5.89
8,¾ÈÄ¡È«,18K2B,4.98,130,549,494,88,169,38,1,23,278,118,5,1,36,10,1,57,13,0,9,0.342,0.392,0.563,0.954,0.407,140.3,4.98,4.06
9,ÃÖÇü¿ì,18KLF,4.94,143,609,528,92,179,34,1,25,290,103,3,0,66,7,7,87,17,0,8,0.339,0.414,0.549,0.963,0.411,143.4,4.94,5.7
10,±èÇö¼ö,18LLF,4.79,117,511,453,95,164,39,2,20,267,101,1,3,47,1,6,61,9,0,10,0.362,0.415,0.589,1.004,0.424,155.2,4.79,4.23
11,·Î¸Æ,18S1B,4.78,141,616,528,102,167,19,0,43,315,107,10,5,72,10,0,123,7,0,6,0.316,0.404,0.597,1.001,0.422,144.1,4.78,3.95
12,Ã¤Àº¼º,18LRF,4.73,139,578,529,78,175,36,2,25,290,119,3,1,35,9,1,97,12,0,5,0.331,0.379,0.548,0.927,0.396,137.5,4.73,3.44
13,ÃÖÁÖÈ¯,18µÎDH,4.66,138,590,519,87,173,39,6,26,302,108,1,0,51,10,1,89,5,0,10,0.333,0.397,0.582,0.979,0.413,148.6,4.66,3.9
14,¹ö³ªµð³ª,18KCF,4.55,131,590,513,106,159,25,3,20,250,70,32,13,63,10,3,103,9,3,1,0.31,0.395,0.487,0.883,0.385,125.4,4.55,3.55
15,³ª¼º¹ü,18NRF,4.51,144,620,556,110,177,36,3,23,288,91,15,2,44,15,4,131,11,0,5,0.318,0.381,0.518,0.899,0.387,126.6,4.51,4.73
16,ÀÌÀç¿ø,18SC,4.21,130,471,407,63,134,24,0,17,209,57,0,0,43,12,0,65,13,4,5,0.329,0.405,0.514,0.918,0.397,130.6,4.21,2.1
17,±¸ÀÚ¿í,18»ïRF,3.91,116,529,478,100,159,26,5,20,255,84,10,0,43,5,2,110,4,1,2,0.333,0.392,0.533,0.926,0.398,131.9,3.91,4.23
18,ÀÌ´ëÈ£,18·ÔDH,3.84,144,604,543,81,181,30,0,37,322,125,0,1,43,14,7,75,18,0,4,0.333,0.394,0.593,0.987,0.415,142.3,3.84,4.34
19,±èÀçÈ£,18µÎSS,3.79,131,467,402,78,125,20,0,16,193,75,6,2,52,4,1,77,12,3,6,0.311,0.39,0.48,0.87,0.379,124.5,3.79,1.69
20,ÀÌÁ¤ÈÄ,18³ØRF,3.75,109,520,459,81,163,34,2,6,219,57,11,4,42,8,3,58,5,3,8,0.355,0.412,0.477,0.889,0.391,127.4,3.75,2.9
21,È£À×,18ÇÑRF,3.72,142,590,529,85,162,47,2,30,303,110,23,9,51,5,10,93,5,0,5,0.306,0.37,0.573,0.942,0.391,124.8,3.72,4.72
22,À¯°­³²,18LC,3.68,132,465,425,53,126,33,0,19,216,66,0,0,28,9,1,80,21,2,1,0.296,0.352,0.508,0.86,0.368,118.7,3.68,-0.62
23,±èÇÏ¼º,18³ØSS,3.56,129,576,511,95,147,27,4,20,242,84,8,2,54,5,2,81,16,1,5,0.288,0.358,0.474,0.832,0.36,108.5,3.56,1.01
24,Çã°æ¹Î,18µÎ3B,3.56,133,577,516,85,167,30,5,10,237,79,20,4,32,16,0,52,15,5,8,0.324,0.376,0.459,0.835,0.366,113.4,3.56,1.89
25,ÇÑÀ¯¼¶,18SRF,3.53,136,562,486,97,138,31,0,41,292,115,4,2,52,16,3,124,10,0,8,0.284,0.367,0.601,0.967,0.399,129.8,3.53,4.03
26,ÃÖÁ¤,18S3B,3.52,115,489,406,95,99,16,1,35,222,74,9,2,58,23,2,129,10,0,2,0.244,0.368,0.547,0.915,0.385,120.3,3.52,2.5
27,À¯ÇÑÁØ,18KRF,3.48,121,480,428,59,145,21,1,20,228,83,1,1,47,2,3,53,9,2,1,0.339,0.406,0.533,0.939,0.404,134.5,3.48,2.84
28,¹Ú°Ç¿ì,18µÎCF,3.42,125,529,488,79,159,24,6,12,231,84,7,3,28,10,1,65,14,1,2,0.326,0.373,0.473,0.847,0.371,117.5,3.42,3.97
29,È²Àç±Õ,18K3B,3.4,142,588,530,76,157,41,3,25,279,88,14,7,49,4,1,120,5,2,3,0.296,0.358,0.526,0.885,0.376,115.5,3.4,1.96
30,ÀÌ¿ø¼®,18»ï3B,3.35,128,543,479,74,144,30,1,20,236,93,2,1,52,7,1,103,10,0,5,0.301,0.374,0.493,0.867,0.376,116.9,3.35,3.82
31,¿ÀÀç¿ø,18µÎ2B,3.29,132,521,473,78,148,24,1,15,219,81,15,6,41,2,0,119,13,3,2,0.313,0.369,0.463,0.832,0.364,114,3.29,4.07
32,¹ÚÇØ¹Î,18»ïCF,3.2,144,649,576,114,172,30,10,9,249,68,36,10,56,3,0,99,9,8,6,0.299,0.36,0.432,0.793,0.347,99.1,3.2,1.95
33,¹Îº´Çå,18·ÔCF,3.05,118,494,443,74,141,21,0,17,213,66,8,3,35,8,3,68,10,2,6,0.318,0.374,0.481,0.855,0.37,113.1,3.05,1.13
34,ÀÌÇüÁ¾,18LCF,3.05,118,485,437,83,138,27,0,13,204,42,6,4,31,12,0,82,6,5,0,0.316,0.377,0.467,0.844,0.37,117.8,3.05,2.16
35,³ë¼ö±¤,18SCF,3.03,135,588,515,93,161,21,8,8,222,53,25,4,48,13,0,86,3,9,3,0.313,0.383,0.431,0.815,0.36,107.9,3.03,3.46
36,¹Ú¹Î¿ì,18N2B,2.93,115,460,411,68,133,22,5,5,180,33,17,5,32,10,3,51,4,3,4,0.324,0.383,0.438,0.821,0.363,112.9,2.93,0.96
37,¿ÀÀçÀÏ,18µÎ1B,2.85,123,477,401,69,112,19,2,27,216,80,1,1,60,6,2,121,3,0,10,0.279,0.373,0.539,0.912,0.384,130.4,2.85,1.22
38,¿ÀÁöÈ¯,18LSS,2.83,144,617,533,93,148,26,2,11,211,71,10,5,59,7,3,146,6,12,6,0.278,0.354,0.396,0.75,0.329,89.4,2.83,2.62
39,±èÁÖÂù,18K1B,2.75,121,471,429,71,146,23,0,18,223,93,8,1,23,7,5,57,15,2,10,0.34,0.375,0.52,0.895,0.38,122.1,2.75,2.43
40,¹øÁî,18·Ô2B,2.67,133,505,462,80,124,34,5,23,237,64,5,2,33,9,2,133,8,1,0,0.268,0.329,0.513,0.842,0.356,103.2,2.67,0.17
41,¹Ú°æ¼ö,18K2B,2.51,135,528,458,65,120,21,0,25,216,74,4,1,58,9,2,129,16,0,3,0.262,0.354,0.472,0.826,0.357,104,2.51,1.52
42,ÀÌÃµ¿õ,18LLF,2.41,112,405,359,61,122,22,3,2,156,39,10,10,39,3,2,48,11,2,2,0.34,0.407,0.435,0.842,0.377,119.7,2.41,1.65
43,³ªÁö¿Ï,18KDH,2.35,114,379,317,50,86,18,0,26,182,78,0,0,38,19,2,81,14,0,5,0.271,0.377,0.574,0.951,0.397,134.3,2.35,0.9
44,ÀÌ¹üÈ£,18K3B,2.23,101,380,332,41,93,7,0,20,160,69,1,0,42,4,4,59,12,0,2,0.28,0.366,0.482,0.848,0.365,112.5,2.23,1.03
45,ÀÓº´¿í,18³ØCF,2.14,134,447,423,76,124,29,3,13,198,60,16,3,22,0,1,119,6,0,2,0.293,0.327,0.468,0.795,0.342,96.3,2.14,0.7
46,±è¼±ºó,18KSS,2.1,127,492,424,73,125,17,2,4,158,49,4,1,48,9,1,42,10,6,5,0.295,0.375,0.373,0.747,0.339,94.5,2.1,1.23
47,°­¹éÈ£,18KLF,2.1,138,585,527,108,153,32,2,29,276,84,3,5,52,3,0,124,4,0,3,0.29,0.356,0.524,0.879,0.375,115.3,2.1,2.81
48,±èÇå°ï,18»ïLF,1.99,141,586,513,77,154,26,2,11,217,71,22,9,54,10,1,70,13,5,4,0.3,0.375,0.423,0.798,0.355,103.9,1.99,-0.57
49,°­¹ÎÈ£,18»ïC,1.97,129,477,427,46,115,14,0,22,195,71,0,0,29,14,5,96,11,0,7,0.269,0.331,0.457,0.788,0.337,90.2,1.97,-0.83
50,ÀÌº´±Ô,18·ÔDH,1.91,103,257,198,31,54,11,1,10,97,39,0,0,50,7,1,58,5,0,2,0.273,0.432,0.49,0.922,0.406,137,1.91,2.36
51,ÀÌ¼º¿­,18ÇÑDH,1.87,131,528,485,76,143,21,1,34,268,102,9,7,35,5,3,143,9,1,2,0.295,0.347,0.553,0.9,0.377,114.2,1.87,3.15
52,½Åº»±â,18·ÔSS,1.87,139,479,425,55,125,28,1,11,188,71,1,5,33,11,2,95,12,5,5,0.294,0.357,0.442,0.799,0.347,98.4,1.87,0.62
53,ÀÌ¿ë±Ô,18ÇÑCF,1.84,134,575,491,82,144,14,1,1,163,36,30,11,59,12,0,62,8,8,5,0.293,0.379,0.332,0.711,0.331,88.6,1.84,-0.72
54,±è¹Î¼º,18³Ø3B,1.75,128,465,413,46,117,24,0,10,171,45,1,0,40,6,3,80,6,1,5,0.283,0.351,0.414,0.765,0.338,93.4,1.75,-0.78
55,±è°­¹Î,18SCF,1.71,80,267,235,40,70,14,0,14,126,46,10,6,22,5,0,57,1,5,0,0.298,0.37,0.536,0.906,0.381,119.1,1.71,-0.02
56,³ëÁøÇõ,18N3B,1.7,125,458,420,52,119,21,4,11,181,42,4,3,33,2,0,92,8,1,2,0.283,0.337,0.431,0.768,0.337,95.1,1.7,0.72
57,Á¤±Ù¿ì,18ÇÑ2B,1.64,102,425,375,63,114,24,1,11,173,57,6,5,39,7,1,43,12,1,3,0.304,0.377,0.461,0.839,0.369,111.8,1.64,2.9
58,¼Û±¤¹Î,18ÇÑ3B,1.58,113,460,434,63,129,24,0,18,207,79,4,4,18,4,0,93,13,0,4,0.297,0.328,0.477,0.805,0.346,96.4,1.58,1.16
59,ÀÌÁö¿µ,18»ïC,1.58,90,203,178,31,61,10,0,2,77,19,0,0,15,4,1,27,3,6,0,0.343,0.406,0.433,0.839,0.368,113.5,1.58,0.4
60,¼Û¼º¹®,18³Ø2B,1.55,78,238,211,35,66,19,0,7,106,45,2,4,24,0,0,49,2,2,1,0.313,0.381,0.502,0.884,0.382,122.2,1.55,1.34
61,°¡¸£½Ã¾Æ,18L3B,1.53,50,206,183,27,62,9,0,8,95,34,5,0,9,8,0,25,3,0,6,0.339,0.384,0.519,0.903,0.388,131.4,1.53,0.32
62,½ºÅ©·°½º,18N1B,1.41,142,571,501,75,129,35,0,26,242,97,3,2,55,12,2,144,14,0,3,0.257,0.343,0.483,0.826,0.355,103.4,1.41,2.57
63,¹Ú¿ëÅÃ,18LDH,1.38,134,583,524,89,159,38,1,15,244,76,3,3,47,5,0,107,21,0,7,0.303,0.362,0.466,0.828,0.362,112.7,1.38,2.63
64,°­°æÇÐ,18ÇÑ2B,1.38,77,289,245,42,68,11,1,5,96,27,6,3,38,4,0,59,7,1,1,0.278,0.382,0.392,0.774,0.353,101.4,1.38,0.77
65,ÃÖÇ×,18S2B,1.37,98,257,222,38,65,12,1,7,100,35,2,2,25,8,0,57,1,2,0,0.293,0.384,0.45,0.835,0.37,113,1.37,0.05
66,¾ç¼®È¯,18L3B,1.37,140,519,483,53,127,27,0,22,220,82,2,2,24,6,0,81,9,1,5,0.263,0.303,0.455,0.759,0.324,89.6,1.37,0.37
67,ÀÌ¸í±â,18KRF,1.35,120,502,447,88,135,28,6,4,187,42,12,5,40,3,3,64,5,11,1,0.302,0.363,0.418,0.781,0.34,95,1.35,0.16
68,ÀÌÅÃ±Ù,18³ØDH,1.3,104,356,308,40,95,25,1,4,134,52,1,0,32,9,0,44,14,3,4,0.308,0.385,0.435,0.82,0.365,109.9,1.3,1.04
69,¹Ú¼¼Çõ,18µÎC,1.26,89,194,170,37,48,12,0,3,69,22,5,0,16,4,0,55,0,3,1,0.282,0.356,0.406,0.762,0.337,95,1.26,-0.66
70,ÃÊÀÌ½º,18³ØRF,1.19,96,397,349,55,90,19,0,17,160,61,2,1,33,10,2,79,4,0,5,0.258,0.335,0.458,0.794,0.341,97.2,1.19,0.78
71,Á¤¼öºó,18µÎCF,1.06,26,112,98,20,36,2,1,2,46,23,5,2,11,1,0,13,1,0,2,0.367,0.429,0.469,0.898,0.402,136.7,1.06,0.89
72,»÷Áî,18³ØRF,1.05,25,93,86,17,27,1,1,12,66,37,0,1,6,0,0,27,2,0,1,0.314,0.355,0.767,1.122,0.445,171.5,1.05,2.12
73,±è¼º¿í,18NCF,1.04,111,358,323,49,84,13,2,13,140,45,11,2,29,1,0,64,10,2,3,0.26,0.32,0.433,0.754,0.326,86,1.04,0.42
74,Àüº´¿ì,18·Ô3B,1.02,27,77,66,18,24,7,0,3,40,13,3,0,9,1,0,24,1,0,1,0.364,0.442,0.606,1.048,0.447,163.5,1.02,0.75
75,±èÇý¼º,18³Ø2B,1,136,473,430,79,116,15,6,5,158,45,31,6,33,5,1,119,6,3,2,0.27,0.328,0.367,0.695,0.311,75,1,0.25
76,³ªÁÖÈ¯,18SSS,0.98,119,420,362,54,95,24,0,12,155,56,5,6,38,5,0,66,2,13,2,0.262,0.339,0.428,0.767,0.328,85.9,0.98,0.65
77,¸ðÃ¢¹Î,18N3B,0.95,81,314,287,38,80,10,1,17,143,62,2,3,21,2,0,51,10,0,4,0.279,0.328,0.498,0.826,0.351,101.4,0.95,1.7
78,±ÇÈñµ¿,18NLF,0.92,104,391,343,43,97,19,1,8,142,57,1,3,35,4,2,58,5,5,4,0.283,0.352,0.414,0.766,0.335,92.3,0.92,1.78
79,Á¤ÈÆ,18·Ô1B,0.91,91,194,174,33,53,10,1,7,86,26,4,2,16,1,1,39,4,0,3,0.305,0.361,0.494,0.855,0.367,110.7,0.91,-0.31
80,¹Ú¼®¹Î,18NDH,0.91,103,375,318,40,81,14,1,16,145,55,1,0,39,15,4,80,11,0,3,0.255,0.36,0.456,0.816,0.354,103.4,0.91,1.51
81,Ã¤ÅÂÀÎ,18·Ô1B,0.9,130,420,376,44,110,18,0,15,173,75,0,0,34,5,3,107,10,1,4,0.293,0.356,0.46,0.816,0.353,101.8,0.9,1.62
82,Á¤ÁÖÇö,18L2B,0.85,115,339,303,48,79,14,2,6,115,31,18,3,27,2,0,68,9,6,1,0.261,0.324,0.38,0.704,0.31,76.9,0.85,1.63
83,±è¹Î½Ä,18KC,0.84,125,365,310,53,76,9,3,6,109,37,5,2,39,3,0,63,8,11,2,0.245,0.333,0.352,0.685,0.304,71.1,0.84,-0.92
84,Àå¼º¿ì,18KC,0.79,127,393,356,41,92,13,0,13,144,48,1,1,32,2,0,82,8,1,2,0.258,0.321,0.404,0.726,0.32,79.1,0.79,-1.09
85,±è±Ô¹Î,18³ØLF,0.79,104,336,298,47,88,9,2,3,110,40,8,4,27,6,0,89,3,1,4,0.295,0.361,0.369,0.73,0.333,90.1,0.79,1.73
86,ÃÖÀçÈÆ,18ÇÑC,0.77,128,341,298,36,78,17,0,1,98,27,8,0,20,15,0,61,8,6,2,0.262,0.337,0.329,0.666,0.305,71.1,0.77,-0.34
87,±è¼ºÇö,18S2B,0.77,135,462,415,51,115,19,1,4,148,55,6,2,29,9,0,42,19,6,3,0.277,0.336,0.357,0.692,0.312,75.6,0.77,-0.24
88,À±¼®¹Î,18K1B,0.74,132,509,460,58,127,22,0,19,206,60,4,1,40,4,2,69,17,2,3,0.276,0.337,0.448,0.785,0.34,92.2,0.74,0.31
89,Á¤¼ºÈÆ,18K1B,0.7,88,205,183,22,54,11,0,4,77,28,0,1,16,5,1,49,5,0,1,0.295,0.366,0.421,0.787,0.351,102.7,0.7,-0.32
90,·ùÁöÇõ,18µÎSS,0.67,128,280,228,52,61,7,0,1,71,29,7,2,29,10,0,43,3,11,2,0.268,0.372,0.311,0.683,0.314,77.7,0.67,1.15
91,¼­°ÇÃ¢,18³ØDH,0.66,37,160,141,28,48,12,0,0,60,15,2,0,12,3,0,19,1,2,2,0.34,0.399,0.426,0.824,0.369,112,0.66,1.21
92,Áö¼ºÁØ,18ÇÑC,0.61,99,224,207,22,57,7,0,7,85,29,1,0,12,2,0,55,6,2,1,0.275,0.32,0.411,0.73,0.319,78.7,0.61,2.43
93,¹ÚÇÑÀÌ,18»ïDH,0.59,114,392,342,47,97,16,0,10,143,43,5,3,43,0,2,91,9,6,1,0.284,0.363,0.418,0.781,0.342,95.6,0.59,0.35
94,À¯Àç½Å,18KLF,0.57,46,40,33,19,14,3,1,1,22,8,4,0,7,0,0,10,0,0,0,0.424,0.525,0.667,1.192,0.512,208.2,0.57,0.38
95,¹Ú½Â¿í,18SSS,0.53,51,79,65,11,20,3,0,0,23,9,4,1,10,2,0,16,1,2,0,0.308,0.416,0.354,0.769,0.356,105,0.53,0.05
96,¾ÈÁß¿­,18·ÔC,0.49,60,176,154,19,38,11,0,4,61,18,0,0,12,3,0,56,4,7,0,0.247,0.314,0.396,0.71,0.302,68.4,0.49,-0.41
97,¹®±ÔÇö,18·ÔSS,0.48,122,349,316,42,87,19,1,6,126,41,3,1,18,0,0,45,9,9,6,0.275,0.309,0.399,0.708,0.302,68.4,0.48,-1.41
98,ÀÌÁø¿µ,18KDH,0.48,110,312,283,40,90,17,1,3,118,39,2,1,25,0,1,35,3,1,3,0.318,0.37,0.417,0.787,0.351,98.4,0.48,1.46
99,Á¤ÁøÈ£,18µÎRF,0.47,111,299,269,53,81,12,1,2,101,37,8,1,19,1,0,44,8,9,1,0.301,0.348,0.375,0.724,0.319,81.3,0.47,-0.84
100,±èÅÂ±Õ,18ÇÑDH,0.47,73,271,254,25,80,11,0,10,121,34,0,1,13,4,1,56,7,0,0,0.315,0.358,0.476,0.834,0.364,108.2,0.47,1.53
101,ÀÌ¿øÀç,18NLF,0.47,77,150,138,12,42,10,0,5,67,19,0,2,10,0,0,33,3,0,2,0.304,0.347,0.486,0.832,0.359,107.4,0.47,-0.17
102,±è»ó¼ö,18»ïSS,0.44,122,499,453,63,119,13,1,10,164,50,12,9,27,8,0,91,11,8,3,0.263,0.314,0.362,0.676,0.299,67.1,0.44,-1.49
103,¹Úµ¿¿ø,18³ØC,0.39,39,128,117,19,29,3,0,6,50,17,0,0,9,0,1,25,3,2,0,0.248,0.302,0.427,0.729,0.308,75.6,0.39,-0.29
104,·ù½ÂÇö,18K3B,0.34,35,85,75,9,23,3,1,1,31,13,0,0,7,1,0,12,2,1,1,0.307,0.369,0.413,0.782,0.347,99.6,0.34,0.36
105,±èÈ¸¼º,18ÇÑ3B,0.34,58,102,85,15,22,5,0,4,39,17,1,0,11,3,0,26,3,3,0,0.259,0.364,0.459,0.823,0.351,98.8,0.34,0.25
106,ÇÑ½ÂÅÃ,18KC,0.33,61,101,89,10,22,6,0,3,37,15,0,0,7,2,0,24,4,3,0,0.247,0.316,0.416,0.732,0.313,77.5,0.33,-0.7
107,±èÀçÇö,18SLF,0.33,53,77,65,19,18,1,1,1,24,5,7,1,9,3,0,17,0,0,0,0.277,0.39,0.369,0.759,0.353,102.6,0.33,0.68
108,¼­»ó¿ì,18L,0.32,51,84,69,10,20,0,0,2,26,14,0,1,12,1,0,18,1,0,2,0.29,0.393,0.377,0.77,0.354,106.5,0.32,-0.01
109,Á¤Àº¿ø,18ÇÑ2B,0.32,98,227,201,33,50,5,3,4,73,20,5,1,22,1,0,50,0,2,1,0.249,0.324,0.363,0.688,0.308,71.5,0.32,-0.46
110,³ª°æ¹Î,18·ÔCF,0.3,87,71,57,23,15,2,0,0,17,1,12,4,10,3,0,21,0,1,0,0.263,0.4,0.298,0.698,0.337,92.2,0.3,-0.22
111,ÃÖ¿øÁØ,18KSS,0.28,101,331,302,46,82,14,1,4,110,32,10,4,20,4,0,58,4,4,1,0.272,0.324,0.364,0.688,0.308,73.7,0.28,1.02
112,À¯¹Î»ó,18KDH,0.26,31,58,48,9,13,2,1,3,26,14,0,0,8,0,0,14,3,0,2,0.271,0.362,0.542,0.904,0.376,119.5,0.26,-0.11
113,ÇÏÁÖ¼®,18ÇÑSS,0.26,141,517,484,67,123,20,3,9,176,52,14,12,28,4,0,130,7,1,0,0.254,0.3,0.364,0.664,0.296,64.3,0.26,-1.46
114,Á¤ÀÇÀ±,18SDH,0.26,73,239,217,27,59,9,0,11,101,38,1,1,19,2,1,29,8,0,1,0.272,0.335,0.465,0.8,0.345,94.9,0.26,0.14
115,¹ÚÁØÅÂ,18KRF,0.21,85,150,123,32,28,5,1,5,50,24,0,2,13,9,0,37,1,5,0,0.228,0.345,0.407,0.751,0.326,86.1,0.21,0.15
116,ÃÖ¿µÁø,18»ï1B,0.19,61,140,126,13,37,7,0,4,56,18,2,4,10,0,0,30,6,2,2,0.294,0.341,0.444,0.785,0.338,92.3,0.19,-0.61
117,±èÅÂÁø,18N3B,0.18,20,35,31,5,11,0,0,1,14,3,1,2,3,0,0,5,0,1,0,0.355,0.412,0.452,0.863,0.378,121.2,0.18,-0.02
118,¹é»ó¿ø,18»ï2B,0.17,4,8,6,1,3,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0.5,0.625,0.5,1.125,0.526,219.5,0.17,0.18
119,Àå¿µ¼®,18³Ø1B,0.16,93,221,196,24,44,15,0,7,80,25,1,0,23,2,0,61,2,0,0,0.224,0.312,0.408,0.72,0.317,79.8,0.16,-0.6
120,±¹ÇØ¼º,18µÎRF,0.15,14,28,24,4,8,3,0,0,11,1,1,0,3,1,0,5,1,0,0,0.333,0.429,0.458,0.887,0.402,136.6,0.15,-0.01
121,¹é¿ëÈ¯,18KC,0.14,34,57,47,7,13,1,0,0,14,4,0,1,9,0,0,15,3,1,0,0.277,0.393,0.298,0.691,0.33,88.3,0.14,0.19
122,Á¶¼öÇà,18µÎCF,0.12,119,198,183,35,51,6,4,1,68,17,9,0,9,0,0,33,4,5,1,0.279,0.311,0.372,0.683,0.297,65.4,0.12,-0.02
123,±èÀÎÅÂ,18µÎRF,0.11,46,109,95,16,25,7,0,1,35,10,0,0,12,0,0,26,0,1,1,0.263,0.343,0.368,0.711,0.32,83,0.11,0.65
124,ÇãµµÈ¯,18SC,0.11,23,24,22,4,6,0,0,1,9,1,0,0,1,1,0,8,1,0,0,0.273,0.333,0.409,0.742,0.331,83.6,0.11,0.08
125,È«ÀçÈ£,18K2B,0.1,56,87,76,16,20,6,0,1,29,9,0,0,8,0,0,12,2,3,0,0.263,0.333,0.382,0.715,0.311,76.5,0.1,-0.57
126,¹ÚÇå¿í,18NCF,0.1,10,23,22,1,6,2,0,1,11,3,1,0,1,0,0,5,1,0,0,0.273,0.304,0.5,0.804,0.34,94.2,0.1,-0.1
127,ÃÖÁØ¼®,18NDH,0.09,93,179,153,7,39,3,0,4,54,24,0,0,24,0,0,41,6,0,2,0.255,0.352,0.353,0.705,0.324,84.5,0.09,-0.11
128,¾ç¿øÇõ,18L2B,0.09,7,6,5,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.4,0.5,0.4,0.9,0.428,151.8,0.09,-0.02
